usage_id,customer_id,data_usage_amount,usage_date,usage_time
146,7754,3761.59,2022-09-12,17:42:49
147,7942,30429.88,2023-10-01,22:15:54
148,6638,26520.79,2023-03-30,19:10:25
149,8990,14455.52,2023-08-21,03:03:58
150,3400,16957.18,2023-06-12,03:36:19
151,9119,34908.46,2022-04-15,15:28:50
152,4801,3111.62,2022-11-19,07:08:12
153,4154,41560.86,2022-09-08,00:27:11
154,7653,22200.89,2022-06-08,11:18:11
155,9924,1850.96,2022-12-02,23:00:51
156,8024,49166.27,2023-07-08,12:38:43
157,2805,26347.38,2023-02-06,20:32:01
158,9508,21155.36,2023-01-15,08:54:48
159,3702,16548.7,2022-08-01,18:44:27
160,2447,48676.56,2022-07-30,21:06:32
161,2618,10332.32,2022-06-27,16:53:43
162,7557,29430.41,2022-02-11,15:36:18
163,4144,29494.14,2022-10-30,09:55:02
164,6589,29511.68,2023-05-02,07:34:41
165,6490,19645.13,2023-01-31,07:01:39
166,8333,34713.78,2022-03-20,04:33:58
167,438,16933.94,2023-12-30,12:23:49
168,725,19042.22,2023-11-17,05:18:46
169,8936,7594.55,2022-11-18,20:32:59
170,3097,7682.84,2023-10-30,00:48:46
171,9807,46741.27,2023-02-23,09:41:17
172,4480,1072.88,2022-05-03,16:24:23
173,1372,16447.03,2022-10-28,02:38:21
174,7325,19991.39,2022-08-06,20:35:44
175,8138,20508.01,2022-08-17,11:19:17
176,2784,46217.24,2022-07-03,23:26:45
177,2409,6684.07,2023-01-14,09:24:28
178,8796,27547.36,2022-02-09,18:19:48
179,6802,23101.64,2022-10-30,19:59:40
180,755,31575.39,2022-07-13,11:01:33
181,9719,11086.59,2022-12-07,07:19:07
182,7613,23752.37,2023-03-11,20:57:38
183,4691,24111.15,2022-10-18,04:09:58
184,6587,19916.12,2023-12-15,16:16:58
185,4475,4605.2,2022-06-18,00:24:20
186,7818,37791.33,2022-07-29,01:13:02
187,8681,4012.81,2023-05-21,04:12:13
188,8629,32540.82,2023-09-01,06:37:18
189,1703,32706.08,2022-07-07,08:19:45
190,782,2515.53,2022-12-08,23:48:59
191,2683,14550.77,2023-08-03,05:46:26
192,5712,45538.81,2023-10-25,04:53:48
193,9321,44773.31,2023-05-09,20:09:13
194,3007,27735.26,2022-10-21,07:10:41
195,7536,8967.22,2022-05-14,09:38:20
196,1374,15982.84,2023-02-08,18:23:48
197,5046,47576.26,2023-10-06,14:52:32
198,6458,30030.25,2023-06-13,10:36:25
199,9664,34189.43,2022-07-27,02:36:36
200,5812,994.79,2023-11-15,20:29:39
201,7443,41542.94,2023-04-09,10:52:47
202,1651,14981.25,2023-02-22,00:06:36
203,2966,44099.01,2023-07-24,05:27:06
204,6257,38298.18,2022-01-12,21:46:28
205,7697,18039.23,2022-10-12,05:49:03
206,8109,26024.01,2022-07-06,10:01:14
207,741,14337.51,2022-01-26,16:57:19
208,4710,5711.42,2023-12-28,22:22:48
209,322,6463.87,2022-10-03,09:56:38
210,7051,44382.6,2022-08-20,00:23:00
211,8529,39053.27,2023-08-26,14:03:21
212,9742,6689.1,2022-06-27,22:27:41
213,9841,32522.14,2023-11-10,20:29:45
214,7006,21045.04,2022-10-13,04:11:12
215,7802,9749.36,2022-11-30,00:48:50
216,8135,10379.11,2022-04-12,07:45:01
217,8808,31160.53,2023-12-30,03:59:52
218,4681,16685.46,2023-04-10,23:32:29
219,2260,24323.45,2022-07-12,17:06:36
220,3612,6234.37,2023-02-14,09:59:02
221,8285,5422.83,2022-04-08,07:28:17
222,4093,5404.07,2022-08-04,19:34:00
223,5320,19355.79,2022-11-06,16:56:12
224,7248,21439.65,2022-06-19,21:41:20
225,9738,1706.49,2023-06-01,14:59:22
226,2598,25168.19,2022-05-26,01:36:18
227,9651,24011.42,2022-08-29,07:46:40
228,5960,10949.66,2023-07-18,20:46:58
229,6455,9065.28,2022-11-29,12:29:39
230,7633,33847.09,2022-03-19,19:31:05
231,7399,18344.56,2023-02-18,10:32:26
232,6145,21237.73,2022-01-08,20:26:12
233,5798,49485.92,2022-08-05,04:18:22
234,2726,42870.19,2023-12-27,13:13:04
235,2944,21244.52,2022-04-20,06:48:12
236,9070,13004.09,2022-02-13,18:16:44
237,5307,28394.05,2022-08-24,23:06:14
238,8322,44525.71,2022-04-08,21:18:34
239,7479,29992.5,2023-04-06,19:28:05
240,6667,29313.16,2023-01-16,15:14:03
241,7935,27340.96,2022-02-16,18:56:42
242,567,33578.23,2022-07-21,14:13:02
243,4733,5819.32,2023-10-27,13:05:49
244,1170,4901.6,2023-01-14,04:09:04
245,6230,26525.38,2023-10-06,09:09:25
246,3491,16371.25,2023-01-16,11:20:24
247,1376,32126.73,2022-01-15,23:59:54
248,5568,13371.53,2022-11-23,02:08:36
249,9091,16519.08,2022-04-24,04:15:48
250,7366,12816.02,2022-09-12,07:11:21
251,592,45509.11,2023-08-16,02:41:09
252,9530,45085.83,2022-09-22,19:00:54
253,8202,2316.93,2022-11-05,16:10:02
254,7101,10172.53,2022-11-01,08:06:12
255,4061,15078.58,2023-02-03,12:07:44
256,8044,24152.13,2023-04-28,04:40:40
257,8968,6732.37,2022-08-16,20:51:46
258,3155,27626.02,2022-10-18,15:39:40
259,7914,43980.09,2022-06-10,16:06:58
260,3563,11246.56,2023-01-26,20:28:04
261,9229,379.9,2023-10-28,12:41:38
262,4730,34700.41,2023-05-18,20:48:29
263,9167,29816.0,2022-11-15,09:23:26
264,7663,3164.14,2022-05-18,07:04:24
265,8376,35592.0,2023-06-22,00:32:17
266,5268,12976.46,2023-04-10,19:10:06
267,2016,41419.66,2023-12-20,18:49:53
268,7281,29301.29,2022-05-27,02:40:21
269,2010,12055.32,2023-10-03,20:20:24
270,3040,12980.22,2023-10-06,10:59:54
271,6754,32523.69,2022-09-24,04:29:10
272,8983,25821.05,2023-04-14,13:34:21
273,1910,10643.92,2022-04-06,14:10:54
274,5200,9606.95,2023-08-09,19:36:33
275,6148,23164.55,2022-02-26,04:37:11
276,4143,4192.0,2022-11-14,18:25:25
277,3783,2670.9,2023-11-14,03:02:09
278,5052,43066.92,2022-01-15,20:26:38
279,6052,13121.84,2023-03-08,23:49:30
280,9606,2766.72,2022-07-16,11:59:08
281,1185,31560.62,2023-01-23,05:19:40
282,5304,3232.79,2022-05-28,04:24:58
283,577,4652.49,2023-09-21,10:22:45
284,14,20111.67,2022-10-28,03:58:19
285,7012,10430.79,2023-09-21,03:54:12
286,9909,14984.45,2023-03-11,23:11:33
287,6579,11823.23,2023-07-18,10:46:36
288,8677,32211.18,2023-01-02,12:39:18
289,6699,31166.25,2023-06-17,09:30:53
290,3842,33050.51,2022-02-06,20:34:54
291,4925,7060.48,2023-09-10,14:41:37
292,742,30585.07,2023-07-20,08:46:00
293,2000,5902.67,2022-02-23,06:09:03
294,1568,45397.07,2022-06-02,08:49:03
295,6260,20829.99,2022-04-13,14:14:27
296,9497,16782.39,2022-04-16,12:33:07
297,5789,31857.45,2022-05-08,07:53:30
298,3001,20574.88,2022-09-17,01:37:34
299,4687,31984.84,2023-03-06,23:17:46
300,9184,12850.2,2022-02-18,17:50:07
301,9202,14856.0,2023-04-25,08:13:36
302,5877,31224.48,2023-04-25,15:29:15
303,9950,39614.55,2022-05-23,03:26:06
304,5743,5621.68,2023-05-01,05:46:57
305,4271,24494.75,2022-01-21,23:32:02
306,4053,7830.27,2023-01-14,15:25:52
307,9076,46863.08,2023-03-06,04:35:16
308,709,26124.02,2022-08-03,08:37:19
309,645,1993.33,2022-12-23,02:35:03
310,2775,19980.95,2022-12-22,16:54:11
311,9029,25562.5,2023-01-11,22:00:36
312,759,40182.12,2022-02-23,13:17:21
313,1744,691.93,2023-05-23,11:03:47
314,1979,18396.66,2023-09-22,23:28:29
315,3291,12610.01,2023-08-09,09:10:04
316,7559,22610.58,2023-02-05,03:24:02
317,3511,31762.98,2023-07-22,03:27:33
318,7219,24796.39,2023-01-25,12:43:32
319,9216,1366.75,2022-10-19,12:19:33
320,4337,34094.32,2022-07-03,02:29:11
321,9911,23038.08,2023-02-08,07:55:23
322,7969,45134.48,2022-03-23,08:55:10
323,527,27626.26,2023-08-20,21:14:37
324,5193,49972.22,2022-06-26,14:48:07
325,3083,41777.87,2023-11-23,20:53:06
326,5485,18206.69,2022-07-16,10:52:23
327,6364,24729.15,2022-03-11,15:07:01
328,6369,34615.53,2022-05-03,16:35:17
329,8277,13466.03,2022-02-20,23:09:22
330,2436,39439.36,2023-06-21,02:21:41
331,3358,15660.48,2022-07-18,10:16:11
332,2354,10235.48,2022-07-22,18:23:20
333,6801,43846.72,2023-05-04,10:47:40
334,351,33670.95,2022-10-16,06:27:57
335,7543,37382.36,2023-10-22,12:53:47
336,7323,3917.54,2023-02-11,21:45:34
337,4493,8629.9,2022-05-01,17:08:05
338,4597,12465.71,2022-08-31,14:47:36
339,6032,11095.18,2023-03-16,17:29:55
340,4939,5407.65,2022-04-28,09:39:44
341,3560,12853.33,2023-03-02,06:39:43
342,9020,44766.93,2023-09-23,09:02:19
343,8995,10476.13,2022-11-18,02:56:02
344,9143,23874.07,2022-08-18,17:36:19
345,2535,665.21,2023-01-04,09:12:56
346,2676,23176.18,2022-07-30,15:00:19
347,1503,19794.51,2022-02-22,00:34:45
348,8103,11148.79,2022-09-18,04:21:23
349,7388,33698.48,2023-07-18,00:11:33
350,1489,32020.02,2022-01-30,02:58:28
351,454,21586.27,2022-12-06,08:30:00
352,9151,19753.35,2022-12-19,18:39:12
353,7462,31363.27,2023-01-09,13:25:35
354,7049,30907.86,2023-02-26,01:13:15
355,5425,28911.23,2022-02-05,14:28:00
356,6105,12924.48,2022-05-08,19:31:32
357,8187,37898.11,2023-12-26,08:42:30
358,2837,1553.04,2023-09-03,23:13:09
359,6525,6033.87,2022-12-14,01:12:52
360,1514,9826.65,2023-08-12,14:42:59
361,3988,46886.66,2023-02-26,05:32:51
362,5084,36157.77,2022-09-29,08:00:54
363,3614,41708.15,2023-08-26,02:34:42
364,8891,5639.62,2022-06-23,12:23:37
365,7938,11852.56,2023-02-28,12:52:06
366,261,13449.38,2022-04-28,10:32:25
367,6398,48568.0,2023-05-02,03:03:06
368,8740,24657.26,2022-03-23,07:04:38
369,9539,33621.09,2022-11-24,08:20:23
370,5041,28232.16,2023-06-18,15:56:56
371,1555,40110.92,2023-04-25,01:24:04
372,9562,16724.96,2023-02-12,06:28:51
373,6567,45830.73,2023-10-08,06:34:06
374,1740,39901.59,2023-06-01,03:25:38
375,701,1412.16,2022-09-09,13:33:01
376,8570,45100.13,2022-07-15,15:12:22
377,73,18742.78,2022-12-11,23:55:15
378,7608,45807.14,2023-08-28,23:38:32
379,8888,48950.89,2022-03-17,13:24:31
380,6956,44343.63,2023-02-25,15:03:13
381,7875,29351.92,2022-06-05,20:10:49
382,4866,48213.58,2023-06-16,03:10:19
383,3632,43131.86,2023-12-01,04:44:32
384,1574,49775.52,2023-07-17,16:56:37
385,3966,35641.13,2022-02-26,17:55:20
386,5388,31419.54,2023-11-05,04:37:12
387,1417,8603.51,2022-04-11,23:06:20
388,3675,38605.12,2022-09-06,16:47:43
389,6928,3707.19,2022-05-31,01:09:41
390,737,38439.54,2023-01-10,22:13:04
391,4682,38159.89,2022-07-02,15:59:05
392,2378,39879.14,2023-06-11,04:50:21
393,6711,4279.3,2022-10-27,16:52:30
394,6757,7564.41,2023-11-08,05:10:53
395,1179,13970.47,2023-04-11,22:07:05
396,8761,21616.69,2023-02-06,15:21:16
397,6669,591.15,2022-03-30,06:25:38
398,3387,31551.58,2022-09-04,00:36:31
399,4115,7255.77,2023-10-02,03:41:27
400,1794,1762.11,2022-06-07,15:29:07
401,4477,33962.58,2023-11-06,19:53:51
402,9037,35523.03,2023-06-16,17:41:33
403,5474,11369.31,2023-11-06,07:55:30
404,499,3643.72,2023-09-08,06:50:17
405,7868,14343.45,2022-12-15,04:28:09
406,5888,16666.57,2022-02-04,22:37:53
407,3036,40610.13,2022-01-30,06:25:15
408,2780,47495.24,2022-01-12,07:27:51
409,4322,49136.02,2023-03-12,15:03:55
410,6933,23999.61,2023-08-30,17:28:47
411,1394,25594.29,2022-11-12,19:42:18
412,1709,11323.34,2022-10-27,01:24:04
413,3508,14199.55,2022-06-28,22:22:43
414,362,46090.52,2022-07-05,20:18:53
415,5773,8801.1,2023-06-28,17:09:01
416,3005,20670.34,2022-08-25,04:08:03
417,8877,35226.83,2022-07-14,11:19:45
418,1738,10899.37,2023-03-01,00:57:39
419,4519,19695.96,2023-06-18,23:30:55
420,9581,47772.35,2023-02-23,16:12:46
421,4686,104.09,2023-04-27,17:11:39
422,5283,49887.46,2022-11-04,05:16:04
423,9301,32053.1,2023-06-07,05:42:15
424,1459,36425.57,2023-08-07,18:37:12
425,675,19432.46,2022-12-06,18:43:09
426,1145,39191.01,2023-06-15,09:49:37
427,8807,36882.15,2023-06-09,07:41:51
428,6179,2562.25,2023-11-22,20:21:59
429,1407,15446.12,2022-01-21,18:40:07
430,5506,5403.71,2022-12-26,13:02:41
431,551,34091.02,2022-04-20,21:25:46
432,8581,6966.06,2023-04-13,05:51:25
433,5732,9447.1,2023-04-28,10:16:23
434,1420,5543.64,2023-01-29,20:58:29
435,856,28478.84,2022-12-12,02:34:54
436,226,13741.21,2023-01-03,07:58:57
437,3141,953.03,2023-09-14,14:39:23
438,5085,36833.31,2023-01-12,19:42:35
439,1074,19058.32,2023-08-10,05:46:14
440,3972,14141.25,2022-11-20,14:35:47
441,5509,42071.13,2023-02-28,02:00:10
442,8888,48636.47,2022-02-11,13:19:30
443,7523,4423.28,2023-03-16,18:41:29
444,5248,28332.19,2023-08-28,14:33:52
445,2229,29037.29,2022-03-17,15:34:00
446,1513,47163.33,2022-07-23,20:27:32
447,3125,42240.66,2023-04-05,22:45:33
448,9447,11574.24,2022-05-20,12:04:57
449,9868,2121.78,2022-02-05,15:34:50
450,8461,31720.71,2022-04-09,21:22:41
451,1232,26172.29,2023-09-28,16:45:04
452,2086,20718.99,2023-08-13,16:47:08
453,4265,3029.03,2023-03-26,04:03:48
454,8142,48581.23,2022-03-21,23:01:56
455,4114,11957.44,2022-04-15,00:23:32
456,9392,5240.62,2022-03-08,21:54:46
457,7765,16849.01,2022-01-19,23:26:04
458,5050,42798.75,2022-05-14,12:35:44
459,9581,7569.26,2023-06-20,19:32:08
460,672,12424.91,2022-04-05,02:33:54
461,7190,1192.0,2022-02-01,21:21:32
462,7263,45921.96,2023-11-16,21:18:23
463,574,21510.04,2022-08-18,20:04:10
464,249,41488.48,2023-03-06,13:11:27
465,1818,33548.21,2023-06-20,22:23:01
466,7412,22958.83,2023-04-14,17:28:07
467,6374,10544.96,2022-06-14,12:44:58
468,6783,950.37,2023-04-19,13:03:15
469,7839,30345.79,2022-06-23,19:36:19
470,2919,41152.26,2022-04-13,13:08:35
471,8490,34086.42,2023-01-15,04:29:20
472,7684,17561.56,2023-06-26,21:08:11
473,3669,24594.84,2022-01-17,13:48:51
474,1464,1479.57,2023-06-25,00:31:29
475,9760,4681.55,2023-06-27,11:27:13
476,6308,14168.09,2022-11-27,22:10:27
477,8405,40018.13,2023-12-17,13:50:06
478,3745,44826.12,2022-01-15,16:44:41
479,3937,7171.19,2022-08-30,12:48:34
480,5147,2048.74,2023-09-07,15:59:00
481,7833,27617.44,2023-09-03,09:25:55
482,1413,47116.24,2022-09-02,05:30:44
483,6971,49131.19,2022-10-10,07:36:15
484,122,26301.76,2023-01-22,04:00:35
485,5452,34256.88,2023-12-21,13:31:36
486,6989,46814.08,2022-10-22,05:51:03
487,3759,35324.29,2022-07-27,20:56:13
488,9518,26708.74,2022-06-29,14:37:12
489,4216,6507.42,2022-04-11,12:24:02
490,1597,39673.58,2022-05-22,20:38:54
491,4656,49385.38,2022-08-29,18:21:34
492,2932,3037.37,2023-04-25,16:42:08
493,65,38871.24,2022-02-08,11:02:49
494,6942,48271.78,2023-05-14,20:01:57
495,7955,25060.02,2023-03-12,01:17:48
496,8582,33069.3,2023-10-03,09:46:59
497,3753,2414.42,2023-10-09,14:27:24
498,2091,28824.0,2023-12-19,06:25:44
499,5346,28981.56,2023-02-05,17:17:28
500,475,318.67,2022-04-11,01:51:24
501,5747,36027.05,2023-12-23,19:50:08
502,9655,24681.85,2023-02-10,01:43:35
503,330,9610.93,2023-03-26,17:20:15
504,5124,33885.97,2022-10-01,18:15:18
505,9891,29894.34,2023-09-30,02:58:41
506,8337,9031.53,2023-07-07,23:35:31
507,2251,35749.38,2023-11-15,02:14:59
508,4319,38391.85,2022-12-24,13:48:47
509,1435,14543.46,2022-02-14,14:08:48
510,3527,37009.29,2023-08-06,13:05:20
511,6211,5503.09,2023-12-13,19:16:04
512,6493,44132.09,2023-10-27,13:39:03
513,5065,30699.83,2022-10-30,17:17:53
514,1665,21795.23,2023-08-12,06:13:58
515,833,9095.96,2022-12-04,01:49:35
516,6832,46263.11,2022-10-30,15:44:37
517,7629,15376.26,2023-09-01,09:55:21
518,6084,20361.9,2022-08-20,01:16:26
519,4650,10347.49,2022-09-19,07:04:52
520,7067,38021.29,2022-06-27,21:46:39
521,7260,38111.28,2022-01-15,01:17:27
522,6750,25076.86,2023-02-22,01:01:03
523,882,38262.25,2022-05-16,10:59:00
524,2432,19009.61,2023-08-05,00:01:43
525,2478,10025.53,2023-01-19,02:28:08
526,1242,30243.34,2023-04-23,04:16:39
527,3545,22113.35,2022-12-31,18:28:14
528,8862,43476.61,2022-11-30,17:19:06
529,5764,18582.79,2023-08-15,23:35:52
530,2025,20846.28,2022-05-20,15:41:50
531,1183,28282.36,2022-09-07,06:48:30
532,1762,18689.42,2023-03-08,05:26:16
533,1409,18000.94,2023-11-22,16:04:18
534,5617,30386.12,2023-02-28,05:53:07
535,8781,48237.28,2022-08-20,04:16:15
536,486,33224.28,2022-11-20,23:02:16
537,3982,49705.2,2022-09-05,17:42:54
538,5570,33485.25,2023-01-20,02:36:41
539,3317,22875.17,2023-07-21,11:57:23
540,7232,46740.76,2023-10-10,05:09:10
541,937,32802.99,2022-06-02,11:12:59
542,9961,24201.79,2022-09-24,16:12:34
543,9590,38756.57,2022-12-14,21:25:18
544,3662,2754.29,2023-11-05,00:45:19
545,8471,28701.22,2023-05-17,20:00:57
546,7922,37628.03,2022-03-09,20:20:28
547,1727,44716.62,2023-08-12,15:20:19
548,3783,30137.22,2022-02-24,04:57:17
549,301,8253.67,2022-02-12,02:22:50
550,8405,13362.69,2023-11-22,09:46:25
551,5256,34659.4,2022-03-26,20:34:02
552,1146,2917.1,2023-09-08,03:57:34
553,6874,36030.78,2023-04-07,07:08:48
554,5836,27433.24,2023-09-16,09:55:51
555,1066,6948.99,2023-10-16,02:02:56
556,5524,29198.71,2023-05-01,13:23:48
557,1080,31949.24,2023-09-24,00:47:50
558,6526,13161.56,2022-04-14,09:05:23
559,5790,36495.66,2023-08-19,16:56:03
560,1234,13964.63,2022-01-28,05:06:23
561,4897,11754.37,2022-12-01,08:36:58
562,3499,8002.26,2023-08-12,00:35:45
563,6714,33922.05,2022-12-12,05:09:50
564,6192,43681.1,2022-10-07,23:01:33
565,507,36973.54,2023-10-07,04:05:52
566,2266,33585.12,2023-12-29,14:12:01
567,1627,28528.64,2023-01-17,10:45:53
568,3228,9402.7,2023-06-07,03:10:25
569,1185,23722.48,2022-06-23,02:50:17
570,3155,44801.42,2022-07-13,00:34:27
571,308,30937.56,2022-01-16,13:34:19
572,2664,4043.27,2023-05-20,08:25:27
573,5943,1579.73,2023-11-28,18:31:39
574,4842,11396.01,2023-07-30,08:42:40
575,1157,42872.8,2023-03-18,17:10:33
576,8036,147.03,2022-07-23,22:10:32
577,9811,49056.41,2023-06-10,00:35:41
578,4987,22944.48,2022-11-30,14:25:44
579,7996,14123.63,2022-03-18,12:45:22
580,5663,36927.79,2023-01-23,15:12:39
581,8335,42831.31,2023-07-07,12:06:36
582,1396,38077.06,2022-09-30,07:10:38
583,3930,17317.22,2023-11-09,15:45:11
584,5712,40741.96,2022-04-24,06:55:06
585,1826,23836.63,2022-06-23,13:31:42
586,100,10351.64,2023-10-20,10:06:09
587,5075,26727.94,2022-02-05,07:24:18
588,6027,11131.38,2022-07-10,05:26:03
589,2535,8095.44,2022-11-07,04:02:22
590,7110,41989.82,2022-12-17,09:49:17
591,5645,862.92,2022-05-24,14:33:40
592,308,30259.03,2023-01-19,18:42:05
593,4857,2150.9,2022-09-30,13:04:27
594,5218,19092.34,2023-11-07,10:43:02
595,2380,5685.6,2023-06-05,12:29:03
596,7172,33501.65,2023-08-05,09:17:58
597,8741,21448.02,2022-12-19,14:35:59
598,3783,36608.05,2022-04-29,23:49:15
599,7465,9176.95,2023-01-23,03:40:58
600,4096,11753.51,2022-03-24,06:00:29
601,6588,17411.79,2023-07-20,23:32:20
602,4011,44348.81,2022-01-16,20:02:30
603,4782,37195.56,2022-04-09,01:31:25
604,1602,18570.85,2023-02-27,23:20:49
605,5842,44232.48,2022-02-15,01:57:54
606,3555,6350.67,2023-05-25,01:51:00
607,1022,9811.75,2023-06-11,12:17:59
608,2982,21578.83,2023-12-18,00:53:35
609,5440,40512.12,2023-06-29,12:07:39
